"AIRPORT","DISPLAY_AIRPORT_NAME",
"BUS","Batumi Airport",
"BUS","Batumi Airport",
"BUS","Batumi Airport",
"BUS","Batumi Airport",
"BUS","Batumi Airport",
"BUS","Batumi Airport",
"BUU","Buyo Airport",
"BUV","Bella Union Airport",
"BUV","Bella Union Airport",
"BUX","Bunia Airport",
"BUY","Bunbury Airport",
"BUY","Bunbury Airport",
"BUZ","Bushehr Airport",
"BUZ","Bushehr Airport",
"BVA","Tille",
"BVA","Tille",
"BVA","Beauvais Tille",
"BVA","Beauvais Tille",
"BVA","Tille",
"BVA","Beauvais Tille",
"BVB","Boa Vista International",
"BVB","Atlas Brasil Cantanhede",
"BVD","Beaver Inlet Seaport",
"BVI","Birdsville Airport",
"BVI","Birdsville Airport",
"BVO","Frank Phillips",
"BVO","Bartlesville Municipal",
"BVO","Bartlesville Municipal",
"BVO","Bartlesville Municipal",
"BVO","Bartlesville Municipal",
"BVO","Bartlesville Municipal",
"BVR","Beaver Island",
"BVR","Beaver Island",
"BVU","Beluga Airport",
"BVU","Beluga Airport",
"BVU","Beluga Airport",
"BVU","Beluga Airport",
"BVU","Beluga Airport",
"BVX","Batesville Regional",
"BVY","Beverly Municipal",
"BVY","Beverly Municipal",
"BVY","Beverly Regional",
"BVY","Beverly Municipal",
"BVY","Beverly Regional",
"BW1","Thebephatshwa",
"BWA","Gautam Buddha",
"BWA","Gautam Buddha",
"BWA","Gautam Buddha",
"BWA","Gautam Buddha",
"BWA","Gautam Buddha",
"BWC","Brawley Municipal",
"BWC","Brawley Municipal",
"BWC","Brawley Municipal",
"BWC","Brawley Municipal",
"BWD","Brownwood Regional",
"BWD","Brownwood Regional",
"BWE","Braunschweig/Wolfsburg",
"BWE","Braunschweig/Wolfsburg",
"BWE","Braunschweig/Wolfsburg",
"BWE","Braunschweig/Wolfsburg",
"BWE","Braunschweig/Wolfsburg",
"BWE","Braunschweig/Wolfsburg",
"BWE","Braunschweig/Wolfsburg",
"BWG","Bowling Green-Warren County Regional",
"BWG","Bowling Green-Warren County Regional",
"BWH","Butterworth A/D Penang",
"BWH","Butterworth Airport",
"BWH","Butterworth Airport",
"BWH","Butterworth Airport",
"BWH","Butterworth Airport",
"BWI","Baltimore/Washington International",
"BWI","Baltimore/Washington International Thurgood Marshall",
"BWI","Baltimore/Washington International Thurgood Marshall",
"BWI","Baltimore/Washington International Thurgood Marshall",
"BWI","Baltimore/Washington International Thurgood Marshall",
"BWJ","Bawan Airport",
"BWJ","Bawan Airport",
"BWM","Bowman County",
"BWM","Bowman Municipal",
"BWN","Brunei International",
"BWN","Brunei International",
"BWS","Blaine Municipal",
"BWS","Blaine Municipal",
"BWT","Wynyard",
"BWT","Wynyard",
"BWY","RAF Bentwaters",
"BXC","Sheraton Inn Heliport",
"BXD","Bade Airport",
"BXD","Bade Airport",
"BXD","Bade Airport",
"BXE","Bakel Airport",
"BXE","Bakel Airport",
"BXO","Bissau Airport",
"BXO","Buochs",
"BXS","Borrego Valley",
"BXS","Borrego Valley",
"BXU","Bancasi",
"BYA","Boundary Airport",
"BYA","Boundary Airport",
"BYC","Yacuiba Airport",
"BYC","Yacuiba Airport",
"BYF","Albert Bray",
"BYF","Albert Bray",
"BYF","Albert Bray",
"BYF","Albert Bray",
"BYG","Johnson County",
"BYG","Johnson County",
"BYH","Blytheville AFB",
"BYH","Arkansas International",
"BYH","Arkansas International",
"BYI","Burley Municipal",
"BYI","Burley Municipal",
"BYJ","Beja Airport",
"BYJ","Beja Airport",
"BYK","Bouake Airport",
"BYK","Bouake Airport",
"BYN","Bayankhongor Airport",
"BYT","Bantry Airport",
"BYT","Bantry Airport",
"BYT","Bantry Airport",
"BYT","Bantry Airport",
"BYT","Bantry Airport",
"BYU","Bayreuth Airport",
"BYU","Bayreuth Airport",
"BYU","Bayreuth Airport",
"BYW","Blakely Island Airport",
"BYW","Blakely Island Airport",
"BZA","Bonanza Airport",
"BZA","Bonanza Airport",
"BZE","Philip S. W. Goldson International",
"BZE","Philip S. W. Goldson International",
"BZE","Philip S. W. Goldson International",
"BZE","Philip S. W. Goldson International",
"BZE","Philip S. W. Goldson International",
"BZG","Szwederowo",
"BZG","Szwederowo",
"BZG","Bydgoszcz Airport",
"BZI","Balikesir Airport",
"BZI","Balikesir Airport",
"BZI","Balikesir Airport",
"BZI","Balikesir Airport",
"BZI","Balikesir Airport",
"BZN","Gallatin Field",
"BZN","Gallatin Field",
"BZN","Bozeman Yellowstone International",
"BZN","Gallatin Field",
"BZN","Bozeman Yellowstone International",
"BZN","Bozeman Yellowstone International",
"BZN","Bozeman Yellowstone International",
"BZO","Bolzano Airport",
"BZO","Bolzano Airport",
"BZR","Vias",
"BZR","Vias",
"BZR","Beziers Vias",
"BZR","Vias",
"BZR","Beziers Vias",
"BZS","Buzzards Point Seaplane Base",
"BZT","Eagle Air Park",
"BZV","Maya Maya",
"BZV","Maya Maya",
"BZV","Maya Maya",
"BZV","Maya Maya",
"BZV","Maya Maya",
"BZV","Maya Maya",
"BZZ","Brize Norton Airport",
"BZZ","Brize Norton Airport",
"BZZ","Brize Norton Airport",
"BZZ","Brize Norton Airport",
"BZZ","Brize Norton Airport",
"C01","Camarillo Airport",
"C01","Camarillo Airport",
"C02","Bakersfield Municipal",
"C02","Bakersfield Municipal",
"C1A","Del Mar Farms",
"CA1","Koala Mine Airport",
"CA2","Lake Simcoe Regional",
"CA2","Lake Simcoe Regional",
"CA2","Lake Simcoe Airport",
"CA2","Lake Simcoe Regional",
"CA2","Lake Simcoe Airport",
"CA3","Thetford Mines Airport",
"CA3","Thetford Mines Airport",
"CA3","Thetford Mines Airport",
"CA3","Thetford Mines Airport",
"CA4","Pelee Island Airport",
"CA4","Pelee Island Airport",
"CA4","Pelee Island Airport",
"CA4","Pelee Island Airport",
"CA5","Calgary Springbank",
"CA5","Calgary Springbank",
"CA6","Chemehuevi Valley Airport",
"CA7","Tracy Municipal",
"CA9","Steep Island Lodge",
"CAB","Cabinda Airport",
"CAB","Cabinda Airport",
"CAB","Cabinda Airport",
"CAB","Cabinda Airport",
"CAB","Cabinda Airport",
"CAB","Cabinda Airport",
"CAC","Cascavel Airport",
"CAC","Cascavel Airport",
"CAC","Coronel Adalberto Mendes Da Silva",
"CAC","Cascavel Airport",
"CAC","Coronel Adalberto Mendes Da Silva",
"CAC","Coronel Adalberto Mendes Da Silva",
"CAD","Wexford County",
"CAD","Wexford County",
"CAE","Columbia Metropolitan",
"CAE","Columbia Metropolitan",
"CAE","Columbia Metropolitan",
"CAF","Carauari Airport",
"CAF","Carauari Airport",
"CAG","Cagliari/Elmas",
"CAG","Elmas",
"CAH","Quan Long",
"CAH","Ca Mau Airport",
"CAH","Ca Mau Airport",
"CAI","Cairo International",
"CAI","Cairo International",
"CAI","Cairo International",
"CAI","Cairo International",
"CAI","Cairo International",
"CAJ","Canaima Airport",
"CAJ","Canaima Airport",
"CAK","Akron-Canton Regional",
"CAK","Akron-Canton Regional",
"CAL","Machrihanish",
"CAL","Campbeltown Airport",
"CAL","Campbeltown Airport",
"CAL","Campbeltown Airport",
"CAL","Campbeltown Airport",
"CAL","Campbeltown Airport",
"CAM","Choreti",
"CAN","Baiyun International",
"CAN","Baiyun International",
"CAN","Baiyun International",
"CAN","Baiyun International",
"CAN","Baiyun International",
"CAP","Cap-Haitien International",
"CAP","Cap-Haitien International",
"CAP","Cap-Haitien International",
"CAP","Cap-Haitien International",
"CAP","Cap-Haitien International",
"CAR","Caribou Municipal",
"CAR","Caribou Municipal",
"CAR","Caribou Municipal",
"CAR","Caribou Municipal",
"CAR","Caribou Municipal",
"CAS","Anfa",
"CAS","Anfa",
"CAT","New Bight Airport",
"CAT","New Bight Airport",
"CAT","New Bight Airport",
"CAT","New Bight Airport",
"CAW","Bartolomeu Lisandro",
"CAW","Bartolomeu Lisandro",
"CAW","Bartolomeu Lisandro International",
"CAW","Bartolomeu Lisandro",
"CAX","Carlisle Airport",
"CAX","Carlisle Airport",
"CAY","Rochambeau",
"CAY","Rochambeau",
"CAY","Cayenne Felix Eboue",
"CAY","Rochambeau",
"CAY","Cayenne Felix Eboue",
"CAZ","Cobar Airport",
"CAZ","Cobar Airport",
"CBA","Corner Bay Airport",
"CBB","Jorge Wilstermann",
"CBB","Jorge Wilstermann",
"CBB","Jorge Wilstermann",
"CBB","Jorge Wilstermann International",
"CBB","Jorge Wilstermann International",
"CBB","Jorge Wilstermann International",
"CBB","Jorge Wilstermann",
"CBB","Jorge Wilstermann International",
"CBE","Cumberland Municipal",
"CBE","Greater Cumberland Regional",
"CBE","Greater Cumberland Regional",
"CBF","Council Bluffs Municipal",
"CBF","Council Bluffs Municipal",
"CBG","Cambridge Airport",
"CBG","Cambridge Airport",
"CBH","Bechar/Leger",
"CBK","Murray",
"CBL","Ciudad Bolivar Airport",
"CBL","Ciudad Bolivar Airport",
"CBM","Columbus AFB",
"CBM","Columbus AFB",
"CBO","Cotabato Airport",
"CBO","Cotabato Airport",
"CBQ","Calabar Airport",
"CBQ","Calabar Airport",
"CBQ","Margaret Ekpo International",
"CBQ","Calabar Airport",
"CBQ","Margaret Ekpo International",
"CBR","Canberra Airport",
"CBR","Canberra Airport",
"CBV","Coban Airport",
"CBV","Coban Airport",
"CBV","Coban Airport",
"CBV","Coban Airport",
"CBV","Coban Airport",
"CBY","Canobie Airport",
"CCC","Cayo Coco Airport",
"CCC","Jardines del Rey",
"CCC","Jardines del Rey",
"CCC","Jardines del Rey International",
"CCC","Jardines del Rey",
"CCC","Jardines del Rey International",
"CCE","Grand Case Airport",
"CCE","Grand Case Airport",
"CCE","Grand Case Airport",
"CCF","Salvaza",
"CCF","Salvaza",
"CCF","Carcassonne Salvaza",
"CCF","Salvaza",
"CCF","Carcassonne Salvaza",
"CCH","Chile Chico Airport",
"CCH","Chile Chico Airport",
"CCI","Concordia Airport",
"CCI","Concordia Airport",
"CCI","Olavo Cecco Rigon",
"CCI","Concordia Airport",
"CCI","Olavo Cecco Rigon",
"CCI","Olavo Cecco Rigon",
"CCJ","Calicut Airport",
"CCJ","Calicut Airport",
"CCJ","Calicut Airport",
"CCJ","Calicut Airport",
"CCJ","Calicut Airport",
"CCJ","Calicut International",
"CCK","Cocos Island International",
"CCK","Cocos Keeling Island",
"CCK","Cocos Keeling Island",
"CCK","Cocos Keeling Island",
"CCK","Cocos Keeling Island",
"CCM","Criciuma",
"CCN","Chakhcharan Airport",
"CCN","Chakhcharan Airport",
"CCN","Chakhcharan Airport",
"CCN","Chakhcharan Airport",
"CCN","Chakhcharan Airport",
"CCN","Chakhcharan Airport",
"CCN","Chakhcharan Airport",
"CCP","Carriel Sur International",
"CCP","Carriel Sur International",
"CCP","Carriel Sur International",
"CCP","Carriel Sur International",
"CCP","Carriel Sur International",
"CCR","Buchanan Field",
"CCR","Buchanan Field",
"CCR","Buchanan Field",
"CCS","Simon Bolivar International",
"CCS","Simon Bolivar International",
"CCS","Simon Bolivar International",
"CCS","Simon Bolivar International",
"CCS","Simon Bolivar International",
"CCS","Simon Bolivar International",
"CCU","Dum Dum",
"CCU","Netaji Subhash Chandra Bose International",
"CCU","Netaji Subhash Chandra Bose International",
"CCU","Netaji Subhash Chandra Bose International",
"CCU","Netaji Subhash Chandra Bose International",
"CCU","Netaji Subhash Chandra Bose International",
"CCU","Netaji Subhash Chandra Bose International",
"CCU","Netaji Subhash Chandra Bose International",
"CCX","Caceres Airport",
"CCX","Caceres Airport",
"CCY","Charles City Municipal",
"CCY","Northeast Iowa Regional",
"CCY","Northeast Iowa Regional",
"CCY","Northeast Iowa Regional",
"CCZ","Chub Cay Airport",
"CCZ","Chub Cay Airport",
"CCZ","Chub Cay Airport",
"CD1","Kamina",
"CD1","Kamina",
"CD2","Dungu",
"CD2","Dungu",
"CD2","Dungu",
"CDB","Cold Bay Airport",
"CDB","Cold Bay Airport",
"CDB","Cold Bay Airport",
"CDB","Cold Bay Airport",
"CDB","Cold Bay Airport",
"CDB","Cold Bay Airport",
"CDC","Cedar City Regional",
"CDC","Cedar City Regional",
"CDF","Cortina d'Ampezzo Airport",
"CDF","Cortina d'Ampezzo Airport",
"CDF","Cortina d'Ampezzo Airport",
"CDF","Cortina d'Ampezzo Airport",
"CDF","Cortina d'Ampezzo Airport",
"CDG","Charles de Gaulle",
"CDG","Charles de Gaulle",
"CDG","Paris Charles de Gaulle",
"CDG","Charles de Gaulle",
"CDG","Paris Charles de Gaulle",
"CDH","Harrell Field",
"CDH","Harrell Field",
"CDJ","Conceicao Do Araguaia Airport",
"CDJ","Conceicao Do Araguaia Airport",
"CDJ","Conceicao Do Araguaia Airport",
"CDL","Candle 2",
"CDL","Candle 2",
"CDN","Woodward Field",
"CDN","Woodward Field",
"CDR","Chadron Municipal",
"CDR","Chadron Municipal",
"CDV","Cordova Mile 13",
"CDV","Mile 13 Field",
"CDV","Merle K Mudhole Smith",
"CDW","Caldwell Wright",
"CDW","Essex County",
"CEA","Cessna Aircraft Field",
"CEA","Cessna Aircraft Field",
"CEB","Mactan-Cebu International",
"CEC","Jack McNamara Field",
"CEC","Jack McNamara Field",
"CED","Ceduna Airport",
"CED","Ceduna Airport",
"CEF","Westover AFB",
"CEF","Westover ARB Metropolitan",
"CEG","Hawarden",
"CEG","Hawarden",
"CEI","Chiang Rai Airport",
"CEI","Chiang Rai Airport",
"CEK","Balandino",
"CEK","Balandino",
"CEK","Chelyabinsk Airport",
"CEK","Balandino",
"CEL","Cape Eleuthera Half",
"CEL","Cape Eleuthera Airport",
"CEL","Cape Eleuthera Airport",
"CEL","Cape Eleuthera Airport",
"CEM","Central Airport",
"CEM","Central Airport",
"CEN","Ciudad Obregon International",
"CEN","Ciudad Obregon International",
"CEO","Waco Kungo Airport",
"CEO","Waco Kungo Airport",
"CEO","Waco Kungo Airport",
"CEO","Waco Kungo Airport",
"CEO","Waco Kungo Airport",
"CEP","Concepcion Airport",
"CEP","Concepcion Airport",
"CEP","Concepcion Airport",
"CEP","Concepcion Airport",
"CEP","Concepcion Airport",
"CEQ","Mandelieu",
"CEQ","Mandelieu",
"CEQ","Cannes Mandelieu",
"CEQ","Mandelieu",
"CEQ","Cannes Mandelieu",
"CEQ","Cannes Mandelieu",
"CER","Maupertus",
"CER","Maupertus",
"CER","Maupertus",
"CER","Cherbourg Maupertus",
"CER","Maupertus",
"CER","Cherbourg Maupertus",
"CER","Cherbourg Maupertus",
"CET","Le Pontreau",
"CET","Le Pontreau",
"CET","Cholet Le Pontreau",
"CET","Le Pontreau",
"CET","Cholet Le Pontreau",
"CEU","Clemson-Oconee County",
"CEU","Oconee County Regional",
"CEU","Oconee County Regional",
"CEU","Oconee County Regional",
"CEU","Oconee County Regional",
"CEV","Mettel Field",
"CEV","Mettel Field",
"CEV","Mettel Field",
"CEW","Bob Sikes",
"CEW","Bob Sikes",
"CEX","Chena Hot Springs Airport",
"CEX","Chena Hot Springs Airport",
"CEY","Kyle-Oakley Field",
"CEY","Kyle-Oakley Field",
"CEZ","Cortez Montezuma County",
"CEZ","Cortez Municipal",
"CFA","Coffee Point Airport",
"CFB","Cabo Frio International",
"CFB","Cabo Frio Airport",
"CFB","Cabo Frio Airport",
"CFB","Cabo Frio Airport",
"CFB","Cabo Frio Airport",
"CFE","Aulnat",
"CFE","Auvergne",
"CFE","Auvergne",
"CFE","Clermont Ferrand Auvergne",
"CFE","Auvergne",
"CFE","Clermont Ferrand Auvergne",
"CFG","Jaime Gonzalez",
"CFG","Jaime Gonzalez",
"CFG","Jaime Gonzalez International",
"CFG","Jaime Gonzalez",
"CFG","Jaime Gonzalez International",
"CFQ","Silver City Airport",
"CFR","Carpiquet",
"CFR","Carpiquet",
"CFR","Caen Carpiquet",
"CFR","Carpiquet",
"CFR","Caen Carpiquet",
"CFS","Coffs Harbour Airport",
"CFS","Coffs Harbour Airport",
"CFT","Greenlee County",
"CFT","Greenlee County",
"CFU","Kerkira",
"CFU","Ioannis Kapodistrias International",
"CFU","Ioannis Kapodistrias International",
"CFU","Ioannis Kapodistrias International",
"CFU","Ioannis Kapodistrias International",
"CFV","Coffeyville Municipal",
"CFV","Coffeyville Municipal",
"CFV","Coffeyville Municipal",
"CFV","Coffeyville Municipal",
"CFV","Coffeyville Municipal",
"CFV","Coffeyville Municipal",
"CGA","Craig Seaplane Base",
"CGB","Marechal Rondon International",
"CGB","Marechal Rondon International",
"CGB","Marechal Rondon International",
"CGB","Marechal Rondon International",
"CGC","Cape Gloucester Airport",
"CGC","Cape Gloucester Airport",
"CGE","Cambridge-Dorchester",
"CGE","Cambridge-Dorchester",
"CGE","Cambridge Dorchester Regional",
"CGE","Cambridge Dorchester",
"CGE","Cambridge Dorchester Regional",
"CGF","Cuyahoga County",
"CGF","Cuyahoga County",
"CGF","Cuyahoga County",
"CGH","Congonhas",
"CGH","Congonhas",
"CGI","Cape Girardeau Regional",
"CGI","Cape Girardeau Regional",
"CGK","Soekarno-Hatta International",
"CGK","Soekarno-Hatta International",
"CGM","Camiguin Airport",
"CGM","Camiguin Airport",
"CGM","Camiguin Airport",
"CGM","Camiguin Airport",
"CGM","Camiguin Airport",
"CGN","Wahn",
"CGN","Cologne Bonn",
"CGN","Cologne Bonn",
"CGN","Koln Bonn",
"CGN","Koeln Bonn",
"CGN","Koln Bonn",
"CGN","Koeln Bonn",
"CGN","Koeln Bonn",
"CGO","Zhengzhou Airport",
"CGO","Xinzheng",
"CGO","Xinzheng",
"CGO","Xinzheng",
"CGO","Xinzheng",
"CGP","Chittagong Airport",
"CGQ","Dafangshen",
"CGQ","Longjia",
"CGR","Campo Grande Air Base",
"CGR","Campo Grande Airport",
"CGR","Campo Grande International",
"CGR","Campo Grande International",
"CGR","Campo Grande Airport",
"CGR","Campo Grande International",
"CGS","College Park Airport",
"CGS","College Park Airport",
"CGU","Ciudad Guayana Metropolitan Area",
"CGX","Meigs Field",
"CGY","Cagayan de Oro",
"CGY","Cagayan de Oro",
"CGZ","Casa Grande Municipal",
"CGZ","Casa Grande Municipal",
"CH1","Payerne Airport",
"CHA","Lovell Field",
"CHA","Lovell Field",
"CHC","Christchurch International",
"CHC","Christchurch International",
"CHD","Chandler Municipal",
"CHD","Chandler Municipal",
"CHE","Caherciveen Reenroe",
"CHF","R 813",
"CHF","Jinhae",
"CHF","Jinhae",
"CHF","Jinhae",
"CHF","Jinhae",
"CHG","Chaoyang Airport",
"CHG","Chaoyang Airport",
"CHG","Chaoyang Airport",
"CHG","Chaoyang Airport",
"CHG","Chaoyang Airport",
"CHI","Chicago Metropolitan Area",
"CHL","Challis Airport",
"CHL","Challis Airport",
"CHM","Chimbote Airport",
"CHM","Teniente Jaime A. de Montreuil Morales",
"CHM","Teniente Jaime A. de Montreuil Morales",
"CHM","Teniente Jaime A. de Montreuil Morales",
"CHM","Teniente Jaime A. de Montreuil Morales",
"CHO","Charlottesville Albemarle",
"CHO","Charlottesville Albemarle",
"CHO","Charlottesville Albemarle",
"CHO","Charlottesville Albemarle",
"CHO","Charlottesville Albemarle",
"CHP","Circle Hot Springs Airport",
"CHP","Circle Hot Springs Airport",
"CHP","Circle Hot Springs Airport",
"CHP","Circle Hot Springs Airport",
"CHQ","Souda",
"CHQ","Souda",
"CHQ","Souda",
"CHR","Chateauroux Airport",
"CHR","Chigorodo Airport",
"CHS","Charleston International",
"CHS","Charleston AFB/International",
"CHT","Chatham Islands Airport",
"CHU","Chuathbaluk Airport",
"CHU","Chuathbaluk Airport",
"CHW","Jiuquan Airport",
"CHW","Jiuquan Airport",
"CHW","Jiayuguan",
"CHW","Jiuquan Airport",
"CHW","Jiayuguan",
"CHX","Changuinola 1",
"CHZ","Chiloquin State",
"CHZ","Chiloquin State",
"CHZ","Chiloquin State",
"CHZ","Chiloquin State",
"CHZ","Chiloquin State",
"CIA","Ciampino",
"CIA","Ciampino",
"CIA","Ciampino",
"CIB","Catalina",
"CIC","Chico Municipal",
"CIC","Chico Municipal",
"CID","Cedar Rapids Municipal",
"CID","The Eastern Iowa",
"CID","The Eastern Iowa",
"CIG","Craig-Moffat",
"CIG","Craig-Moffat",
"CIH","Changzhi Airport",
"CIJ","Cobija Airport",
"CIJ","Cobija Airport",
"CIJ","Cap Av Civ Anibal Arab Fadul International",
"CIJ","Cap Av Civ Anibal Arab Fadul",
"CIJ","Cap Av Civ Anibal Arab Fadul International",
"CIJ","Cap Av Civ Anibal Arab Fadul International",
"CIK","Chalkyitsik Airport",
"CIK","Chalkyitsik Airport",
"CIL","Council Airport",
"CIL","Council Airport",
"CIL","Council Airport",
"CIL","Council Airport",
"CIL","Council Airport",
"CIN","Arthur N Neu",
"CIN","Arthur N Neu",
"CIN","Arthur N Neu",
"CIN","Arthur N Neu",
"CIN","Arthur N Neu",
"CIP","Chipata Airport",
"CIP","Chipata Airport",
"CIP","Chipata Airport",
"CIR","Cairo Regional",
"CIR","Cairo Regional",
"CIR","Cairo Regional",
"CIR","Cairo Regional",
"CIR","Cairo Regional",
"CIT","Shymkent",
"CIU","Chippewa County International",
"CIU","Chippewa County International",
"CIV","Chomley Airport",
"CIW","Canouan Airport",
"CIW","Canouan Airport",
"CIX","Capt. Jose A. Quinones Gonzales International",
"CIX","Capt. Jose A. Quinones Gonzales International",
"CIY","Comiso Airport",
"CIY","Comiso Airport",
"CJ8","Macklin",
"CJ8","Macklin",
"CJA","Cajamarca Airport",
"CJA","Gen FAP Armando Revoredo Iglesias",
"CJB","Coimbatore Airport",
"CJB","Coimbatore Airport",
"CJB","Coimbatore International",
"CJB","Coimbatore Airport",
"CJB","Coimbatore International",
"CJC","El Loa",
"CJC","El Loa",
"CJC","El Loa",
"CJC","El Loa",
"CJC","El Loa",
"CJC","El Loa",
"CJC","El Loa",
"CJI","Crafton Island Airport",
"CJJ","Cheongju International",
"CJJ","Cheongju International",
"CJJ","Cheongju International",
"CJJ","Cheongju International",
"CJL","Chitral Airport",
"CJL","Chitral Airport",
"CJR","Culpeper Regional",
"CJS","Ciudad Juarez International",
"CJS","Abraham Gonzalez International",
"CJU","Jeju International",
"CJU","Jeju International",
"CJW","Clay Center Municipal",
"CKB","Benedum",
"CKB","North Central West Virginia",
"CKB","North Central West Virginia",
"CKB","North Central West Virginia",
"CKB","North Central West Virginia",
"CKD","Crooked Creek Airport",
"CKD","Crooked Creek Airport",
"CKE","Pearce Field",
"CKG","Jiangbei",
"CKG","Jiangbei",
"CKG","Jiangbei",
"CKG","Jiangbei",
"CKG","Jiangbei",
"CKM","Fletcher Field",
"CKO","Cornelio Procopio Airport",
"CKO","Cornelio Procopio Airport",
"CKS","Carajas Airport",
"CKS","Carajas Airport",
"CKU","Cordova Municipal",
"CKU","Cordova Municipal",
"CKU","Cordova Municipal",
"CKU","Cordova Municipal",
"CKU","Cordova Municipal",
"CKV","Outlaw Field",
"CKV","Outlaw Field",
"CKX","Chicken Airport",
"CKX","Chicken Airport",
"CKX","Chicken Airport",
"CKX","Chicken Airport",
"CKX","Chicken Airport",
"CKY","Conakry Airport",
"CKY","Conakry Airport",
"CLA","Comilla Airport",
"CLA","Comilla Airport",
"CLA","Comilla Airport",
"CLA","Comilla Airport",
"CLA","Comilla Airport",
"CLA","Cumilla",
"CLB","Castlebar Airport",
"CLC","Clear Lake Metroport",
"CLD","Palomar",
"CLD","McClellan-Palomar",
"CLD","McClellan-Palomar",
"CLE","Cleveland-Hopkins International",
"CLE","Cleveland-Hopkins International",
"CLE","Cleveland-Hopkins International",
"CLE","Cleveland-Hopkins International",
"CLE","Cleveland-Hopkins International",
"CLF","Clear Mews",
"CLG","Coalinga Municipal",
"CLG","New Coalinga Municipal",
"CLH","Coolah Airport",
"CLH","Coolah Airport",
"CLI","Clintonville Municipal",
"CLI","Clintonville Municipal",
"CLI","Clintonville Municipal",
"CLI","Clintonville Municipal",
"CLI","Clintonville Municipal",
"CLJ","Cluj Airport",
"CLJ","Cluj-Napoca Airport",
"CLJ","Cluj-Napoca Airport",
"CLJ","Cluj-Napoca Airport",
"CLJ","Avram Iancu",
"CLJ","Cluj Napoca",
"CLJ","Avram Iancu",
"CLK","Clinton Municipal",
"CLK","Clinton Regional",
"CLL","Easterwood Field",
"CLL","Easterwood Field",
"CLL","Easterwood Field",
"CLM","William R. Fairchild International",
"CLM","William R. Fairchild International",
"CLN","Carolina Airport",
"CLO","Alfonso Bonilla Aragon International",
"CLO","Alfonso Bonilla Aragon International",
"CLO","Alfonso Bonilla Aragon International",
"CLP","Clarks Point Airport",
"CLP","Clarks Point Airport",
"CLQ","Colima Airport",
"CLR","Cliff Hatfield Memorial",
"CLR","Cliff Hatfield Memorial",
"CLS","Chehalis Airport",
"CLS","Chehalis Centralia",
"CLS","Chehalis Centralia",
"CLT","Douglas Municipal",
"CLT","Charlotte Douglas International",
"CLT","Charlotte Douglas International",
"CLU","Columbus Municipal",
"CLU","Columbus Municipal",
"CLY","Saint Catherine",
"CLY","Saint Catherine",
"CLY","Calvi Sainte Catherine",
"CLY","Saint Catherine",
"CLY","Calvi Sainte Catherine",
"CMA","Cunnamulla Airport",
"CMA","Cunnamulla Airport",
"CMB","Katunayak",
"CMB","Bandaranayake International",
"CMB","Bandaranaike International Colombo",
"CMD","Cootamundra Airport",
"CMD","Cootamundra Airport",
"CME","Ciudad del Carmen International",
"CME","Ciudad del Carmen International",
"CME","Ciudad del Carmen International",
"CME","Ciudad del Carmen International",
"CME","Ciudad del Carmen International",
"CMF","Aix Les Bains",
"CMF","Aix Les Bains",
"CMF","Aix Les Bains",
"CMF","Chambery Aix Les Bains",
"CMF","Aix Les Bains",
"CMF","Chambery Aix Les Bains",
"CMF","Chambery Aix Les Bains",
"CMG","Corumba International",
"CMG","Corumba International",
"CMG","Corumba International",
"CMG","Corumba International",
"CMG","Corumba International",
"CMG","Corumba International",
"CMH","Port Columbus International",
"CMH","Port Columbus International",
"CMH","Port Columbus International",
"CMH","John Glenn Columbus International",
"CMH","Port Columbus International",
"CMH","John Glenn Columbus International",
"CMI","University of Illinois/Willard",
"CMI","University of Illinois/Willard",
"CMJ","Chi Mei Airport",
"CMM","Carmelita Airport",
"CMN","Mohammed V International",
"CMN","Mohammed V International",
"CMR","Houssen",
"CMR","Houssen",
"CMR","Colmar Houssen",
"CMR","Colmar Houssen",
"CMR","Houssen",
"CMR","Colmar Houssen",
"CMR","Colmar Houssen",
"CMT","Cameta Airport",
"CMT","Cameta Airport",
"CMT","Cameta Airport",
"CMT","Cameta Airport",
"CMT","Cameta Airport",
"CMU","Chimbu",
"CMU","Chimbu",
"CMU","Chimbu",
"CMU","Chimbu",
"CMU","Chimbu",
"CMU","Chimbu",
"CMV","Coromandel Airport",
"CMV","Coromandel Airport",
"CMW","Ignacio Agramonte International",
"CMW","Ignacio Agramonte International",
"CMW","Ignacio Agramonte International",
"CMW","Ignacio Agramonte International",
"CMW","Ignacio Agramonte International",
"CMX","Houghton County Memorial",
"CMX","Houghton County Memorial",
"CN2","Mimmo Bay Water Aerodrome",
"CN4","Princess Louisa Marina Provincial Park",
"CN5","Rendezvous Islands Water Aerodrome",
"CN6","Shawl Bay Water Aerodrome",
"CN7","Shoal Bay Water Aerodrome",
"CN9","Sointula Water Aerodrome",
"CNA","Cananea Airport",
"CNA","Cananea Airport",
"CNB","Coonamble Airport",
"CNB","Coonamble Airport",
"CNC","Coconut Island Airport",
"CND","Rum Kogalniceanu",
"CNE","Fremont County",
"CNE","Fremont County",
"CNE","Fremont County",
"CNE","Fremont County",
"CNE","Fremont County",
"CNE","Fremont County",
"CNE","Fremont County",
"CNE","Fremont County",
"CNF","Tancredo Neves International",
"CNK","Blosser Municipal",
"CNK","Blosser Municipal",
"CNL","Sindal Airport",
"CNM","Cavern City Air Terminal",
"CNM","Cavern City Air Terminal",
"CNO","Chino Airport",
